image,caption,Gemma_caption,Gemini_caption,Llama_caption
1859726819_9a793b3b44.jpg,امراه بالضيق مع مكياجها ينساب علي وجهها من دموعها,تظهر الصوره شخصا يرتدي ملابس نساءيه مبالغ فيها، مع شعر مستعار اشقر وستره ورديه زاهيه، يقف امام واجهه متجر مضاءه بنظام اضاءه احمر.,"شخص بمظهر دراغ يقف مبتسما امام متجر تضيءه لافته نيون حمراء مكتوب عليها "" "".",صوره لشاب يرتدي ملابس نساءيه امام محل.
1859941832_7faf6e5fa9.jpg,كلب يصطاد الفريسبي وهو يقفز علي العشب,تظهر الصوره كلبا ابيض اللون بدون شعر وهو يركض علي العشب وهو يحمل قرصا طاءرا في فمه، ويبدو انه يشارك في منافسه رياضيه.,كلب يقفز بنشاط في حقل عشبي وهو يحمل قرصا طاءرا في فمه.,كلب يمسك قرص طاءر اثناء الجري في بطوله رياضيه.
1860543210_47e94cf652.jpg,رجل يرتدي يسير عبر الشارع ليلا,رجل ذو شعر طويل مجعد يرتدي ستره بغطاء للراس وبنطالا، ويحمل حقيبه ظهر، ويبدو انه يلوح بيده او يتحدث بحماس.,"رجل ذو شعر طويل ولحيه يرتدي ستره بغطاء راس وحقيبه ظهر واقفا في شارع ليلي، ويصنع اشاره ""تمام"" بيده.",رجل يرتدي شنطه ظهر واقف في طريق به خطوط بيضاء واضحه في الظلام.
186346360_541047336f.jpg,تقف فتاه في الجزء العلوي من البيكيني امام منظر جميل,تجلس امراه شابه ترتدي ملابس سباحه وقبعه ونظارات شمسيه علي قمه صخريه، وتنظر الي الكاميرا بابتسامه، مع منظر خلاب لبحيره وغابه في الخلفيه.,امراه مبتسمه ترتدي قبعه وملابس سباحه علي قمه صخريه تطل علي بحيره واسعه وغابات خضراء تحت سماء صافيه.,صوره لامراه شابه ترتدي ملابس خفيفه في منطقه جبليه.
186348874_75b2cf1ec5.jpg,مجموعه من الساءقين في الغابه,مجموعه من راكبي الدراجات الجبليه يتسابقون علي طريق ترابي محاط بالاشجار الخضراء.,يتسابق راكبو الدراجات الجبليه علي طريق ترابي يمر عبر غابه خضراء، مثيرين الغبار خلفهم.,ركاب دراجات يركبون علي طريق ترابي في غابه.
1865794069_6e3a1e57bb.jpg,فتي اشقر يرتدي الزي الازرق الداكن يركل كره قدم في ملعب مفتوح,طفلا يلعب كره القدم علي العشب الاخضر، بينما يشاهده الاخرون من المدرجات.,صبي صغير يرتدي زيا رياضيا ازرق يركل كره قدم في ملعب عشبي، بينما يتواجد اخرون في الخلفيه.,يلعب صبي كره القدم في ساحه خضراء.
186890601_8a6b0f1769.jpg,رجل يتارجح فوق حبل فوق الماء,رجل يتارجح علي حبل فوق بحيره في يوم مشمس، وهو علي وشك القفز في الماء.,يتارجح رجل بحبل فوق الماء.,صوره لشاب يمسك بحبل مربوط علي شجره و هو قادم من الاعلي نحو الماء.
186890605_ddff5b694e.jpg,رجل يتارجح من شجره الي بحيره,رجل يقفز من حبل معلق فوق بحيره هادءه محاطه بالاشجار تحت سماء زرقاء صافيه.,شاب يتارجح بحبل فوق بحيره زرقاء صافيه، يستعد للقفز في الماء.,الولد يعلق في الهواء اثناء التعلق بحبل في بحيره.
1874617189_e85d3f4326.jpg,ثلالثه يجلسون بالماء,تظهر الصوره ثلاثه اطفال جاثمين علي ركبتيهم علي شاطء رملي، منهمكين في اللعب بالرمل، مع وجود بحيره وخلفيه من الاشجار والمنشات الترفيهيه في الخلفيه.,ثلاثه اطفال ينحنون علي الشاطء الرملي لبحيره.,ثلاثه اطفال يلعبون علي الشاطء، منحنيين علي الرمال.
1876536922_8fdf8d7028.jpg,كلبان يحملان لعبه خارج المحيط,تظهر الصوره كلبين بيجل يلعبان بسعاده في الامواج علي الشاطء، مع رشاشات الماء في كل مكان، في ضوء ذهبي دافء.,كلبان يلعبان ببهجه في مياه البحر المتلالءه بضوء الغروب.,صوره ل كلبان يلعبان في البحر ويحملان في افواههما لعبه حمراء.
1884065356_c6c34b4568.jpg,كلب اسود في الماء,كلب لابرادور اسود اللون يسبح في الماء ويحمل كره صفراء في فمه، ويبدو سعيدا ومستمتعا.,كلب اسود يلعب بكره في الماء المتناثر.,كلب اسود يسبح في البحر ويحمل كره صفراء في فمه.
1884727806_d84f209868.jpg,رجل وامراه يرتديان اذان ميكي ماوس يقفان في حشد من الناس,زوجان يرتديان اذني ماوس، ويبدوان غير راضيين او متعبين، يقفان امام حشد من الناس في ديزني لاند.,رجل وامراه يرتديان قبعات ميكي ماوس يقفان في حشد.,رجل وامراه يرتديان سماعات الراس علي شكل اذان ميكي ماوس واقفين خلف سياج خشبي.
1895768965_43cd9d164f.jpg,كلب ابيض واسود يركض فوق بعض الاوراق,كلب رشيق ذو بقع سوداء وبيضاء وهو يركض بحماس عبر مسار مغطي باوراق الخريف المتساقطه في غابه ذات الوان دافءه.,كلب مرقط يجري علي طريق مغطي باوراق الخريف المتساقطه.,كلب يجري في الغابه.
1897025969_0c41688fa6.jpg,كلب اسود وكلب اسمر يتقاتلان,تتصارع كلبان، احدهما اسود والاخر ذهبي اللون، علي الارض الرمليه.,كلبان احدهما اسود والاخر فاتح يلعبان علي الرمال.,تعرض الصوره كلبين احدهما اسود والاخر ابيض يلعبان علي الشاطء.
189721896_1ffe76d89e.jpg,رجل يرتدي قميصا احمر يتسلق الحاءط الصخري,متسلق صخور يواجه تحديا علي جرف صخري، مع وجود حبل تامين وبعض المعدات المتصله به، بينما يظهر متسلق اخر في الخلفيه.,متسلق صخور يتسلق شقا صخريا عميقا من منظور علوي.,يصعد رجل شاب صخره ضخمه في بيءه جبليه، مرتديا حزام تسلق وحقيبه ظهر.
189740668_0b045f1ff2.jpg,رجل يصعد صخره كبيره,متسلق صخور يتشبث بجرف صخري شديد الانحدار في بيءه طبيعيه وعره.,متسلق صخور يتارجح علي جرف صخري ضخم فوق واد جبلي اخضر.,صوره لرجل يتسلق الجبل.
190638179_be9da86589.jpg,رجل يرتدي قبعه واقف خارج سيارته جيب جراندلر الخضراء,رجل يقف بجانب سياره جيب خضراء اللون علي قمه تل، مع خلفيه من الجبال والسماء الغاءمه.,رجل يقف بجانب سياره جيب معدله علي قمه تل، ممسكا بجهاز اتصال لاسلكي.,رجل يقف بجانب سياره جيب سوداء اللون في منطقه جبليه.
190965502_0b9ed331d9.jpg,العديد من الكراسي فارغه مع عدد قليل من الاشخاص الذين يستمتعون بالشمس,مشهدا لشاطء صخري مع اشخاص يستمتعون بالشمس علي كراسي استلقاء بجانب البحر.,منطقه استرخاء علي شاطء البحر، مليءه بكراسي الاستلقاء واشخاص يستمتعون بالشمس، محاطه بكتل خرسانيه ضخمه.,صوره لشاطء في فصل الصيف يوجد به كراسي بلون ابيض و اشخاص يمارسون السباحه.
191003284_1025b0fb7d.jpg,رجل يساعد فتاه صغيره ركوب الدراجه,يساعد اب ابنته علي ركوب دراجته في شارع مدينه، مع وجود متاجر في الخلفيه.,يساعد رجل فتاه صغيره تقف علي دراجه هواءيه.,رجل و امراه يتفحصان دراجه هواءيه امام محل.
191003285_edd8d0cf58.jpg,رجل وفتاه يجلسان علي الارض وياكلان,رجلا وطفله جالسين علي الارض ياكلان الايس كريم، مع وجود حقيبه بجانبهما وبعض الماره في الخلفيه.,رجل وطفله يجلسان علي الارض ويتناولان الحلوي.,رجل وطفله يجلسان علي الارض ياكلان مثلجاتهما.
191003287_2915c11d8e.jpg,اب يطعم طفله في الشارع,رجلا يجلس علي الارض ويطعم طفله صغيره قطعه من الايس كريم.,رجل يطعم طفله صغيره الايس كريم بينما يجلسان علي الارض.,الرجل والطفله جالسين علي الارض في الخارج، يطعمها الرجل قطعه خبز.
191592626_477ef5e026.jpg,المتسلق يتسلق جرف الجبل,متسلقا يرتدي خوذه وحزاما، ويتسلق منحدرا صخريا احمر اللون، مع وجود جبال مغطاه بالثلوج في الخلفيه.,متسلق جبال يتسلق قمه صخريه مع خلفيه جبال جليديه.,الصوره لشاب يتسلق الجبال.
1917203130_fcaff8b10e.jpg,طفل في معرض,تقف طفله صغيره ذات شعر اشقر علي ممر خشبي، وهي تمد ذراعيها نحو هياكل قبه كبيره زجاجيه في الخلفيه.,تظهر طفله صغيره من الخلف، بذراعيها الممدودتين، وهي تنظر الي القباب الزجاجيه اللامعه في الخلفيه من ممر خشبي.,طفله تتجول بمركز العلوم في احدي الحداءق العامه.
1917265421_aeccf1ca38.jpg,اطفال يلعبون مع خنزير,اليك وصف للصوره تظهر الصوره حشدا من الناس يشاهدون مجموعه من الاطفال وهم يحاولون الامساك بخنزير صغير في حقل عشبي.,اطفالا يطاردون خنزيرا صغيرا في حقل عشبي، بينما يشاهد الكبار من خلف سياج في حدث خارجي.,حشد من الناس واقفين في ساحه لعب في الهواء الطلق.
1918573100_d31cbb6b77.jpg,كلب ابيض واسود يتوازن علي لوح خشبي,تظهر الصوره كلبا من سلاله الشييتلاند شيبدوج وهو يقفز برشاقه فوق حاجز في مسار تدريب علي خفه الحركه، مع خلفيه من الاشجار والشبكات.,كلب يقفز بخفه علي لوح خشبي.,كلب من نوع شيلي يركض فوق حاجز.
19212715_20476497a3.jpg,رجل يجذف من خلال الماء,شخصا يمارس التجديف بقارب الكاياك في البحر، مع وجود عوامه حمراء في الخلفيه وسماء رماديه ضبابيه.,شخص يجدف بقارب كاياك في مياه بحر هادءه.,صوره لشخص يركب قاربا في عرض البحر.
1921398767_771743bf4e.jpg,كلب علي الشاطء يسحب شيءا,تظهر الصوره كلبا بنيا يقف علي شاطء رملي بجانب قارب كاياك اصفر، مع خلفيه من الامواج والمنحدرات الصخريه تحت سماء زرقاء صافيه.,كلب يلعب علي شاطء رملي جميل بجوار البحر والجرف الصخري.,كلب علي شاطء البحر يحمل حقيبه.
1923476156_e20976b32d.jpg,كلب ابيض يقوده شخص علي دراجه هواءيه,تظهر الصوره كلبا ابيض اللون من فصيله سامويد يمشي بجانب دراجه هواءيه علي طريق اسفلتي.,كلب ابيض يسير علي مقود بجانب شخص يقود دراجه هواءيه.,كلب ابيض يمشي بجانب دراجه.
1924234308_c9ddcf206d.jpg,فتاه في البيكيني تتسلق الصخور,تعبر امراه نهرا ضحلا مليءا بالصخور، وهي ترتدي ملابس سباحه ونظارات شمسيه وحذاء رياضي، بينما تحيط بها المناظر الطبيعيه الجبليه الخضراء.,تظهر الصوره امراه تتنقل بحذر بين الصخور في مجري ماءي جبلي.,امراه في بيكيني تقفز من صخره الي اخري في مجري ماءي صغير.
1925434818_2949a8f6d8.jpg,العديد من الاطفال يلعبون في حفره الكره,ثلاثه اطفال يلعبون في حوض مليء بالكرات الملونه داخل منطقه لعب داخليه.,امراه وطفلان يلعبون بسعاده ويضحكون في حوض الكرات الملون.,صبي يلهو مع صبيه في حوض كرات ملونه.
1926129518_4350f4f552.jpg,كلب مرقط وكلب اسود وجرو يتقاربان علي كره التنس,اليك وصف للصوره تظهر الصوره كلبين يركضان في حديقه خضراء في يوم مشمس، مع وجود اشجار واوراق متساقطه في الخلفيه.,كلبان يلعبان ويقفزان بحيويه في حديقه خضراء.,الكلاب تلعب في الحديقه.
1928319708_ccf1f4ee72.jpg,رجل يركب الدراجه علي الطريق,اليك وصف للصوره يظهر في الصوره رجل يرتدي خوذه ويركب دراجه علي طريق مخصص للدراجات بجوار سياج وحاجز خرساني.,رجل يرتدي خوذه يركب دراجه علي مسار مخصص للدراجات.,رجل يركب دراجه علي طريق منحني.
1932161768_996eadac87.jpg,كلب ابيض صغير يتسلق جذع,كلب من نوع ويست هايلاند وايت تيرير يقف علي جذع شجره، ويبدو انه يستكشف او يشم راءحه شيء ما.,كلب ابيض صغير ينحني ليتفحص جذع شجره خشبي في العشب.,كلب من فصيله وستي يمشي فوق جذع شجره.
1932314876_9cc46fd054.jpg,فتاه ترتدي بلوزه زرقاء و تضع قدميها في المجري,يجلس رجل علي صخره بجانب جدول مياه صاف، ويغمس قدميه في الماء.,رجل يجلس مسترخيا واقدامه في مجري ماءي صخري.,رجل يجلس علي صخره عند حافه نهر صغير، ويضع قدميه في الماء الصافي.
1936215201_d03a75cbba.jpg,طفل رضيع يلعب في الخارج بلعبه زرقاء,طفلا صغيرا يبتسم وهو يحمل كره زرقاء، ويقف علي رصيف امام منزل.,طفل صغير يبتسم ويحمل كره زرقاء في الهواء الطلق.,طفل يمسك كره زرقاء في يديه.
1937104503_313d22a2d0.jpg,يلعب كلب ابيض واسود في الماء,يركض كلب بيرنيز جبلي صغير مبلل ومتحمس علي درج خشبي، ويبدو انه يستمتع بوقت ممتع.,كلب اسود وابيض مبلل يهز جسمه والماء يتناثر حوله.,كلب يخرج من الماء.
1937262236_cbf5bfa101.jpg,الكلاب تتقاتل علي الكره الحمراء والورديه,يلعب كلبان، احدهما بني اللون والاخر ابيض واسود، بالشد علي لعبه طاءره ملونه علي ما يبدو علي الشاطء.,كلبان يتجاذبان لعبه علي الرمال.,كلبان يلعبان بكره علي الشاطء.
1947351225_288d788983.jpg,مجموعه من الاطفال في حفله عيد ميلاد,مجموعه من الاطفال والكبار يحتفلون بحدث ما، ربما عيد ميلاد او مناسبه خاصه، حيث يتبادلون الهدايا والابتسامات في مكان مفتوح.,يتجمع الاطفال في الهواء الطلق، ويظهر احدهم هديه بفرح.,صوره لعديد من الاطفال وهم فرحون ويحمل احدهم هديه.
195084264_72fb347b0f.jpg,يقف رجل في قميص محدد بجوار وعاء خشبي كبير,رجل مسن يرتدي قميصا منقوشا وبنطال جينز، يقف امام رف يعرض مجموعه متنوعه من الاطباق الخشبيه المصنوعه يدويا.,رجل مبتسم يعرض اوعيه واطباق خشبيه مصنوعه يدويا.,رجل مسن يمسك طبق خشبي كبير بجانب مجموعه من الاطباق الخشبيه.
1952896009_cee8147c90.jpg,امراه تحمل حقاءب كبيره تسير في الشارع,امراه تحمل طفلا علي ظهرها وتحمل حقيبتين، تمشي علي طول طريق في منطقه حضريه.,امراه تسير حامله طفلا علي ظهرها وعده حقاءب.,امراه ترتدي ملابس عاديه وتحمل طفلا علي ظهرها، وتسير في طريق مع حقيبه يد وحقيبه ارجوانيه اخري.
1956678973_223cb1b847.jpg,اربعه اولاد يلبسون الاحمر يلعبون بالاوراق المتساقطه,تظهر الصوره ثلاثه اطفال يستمتعون باللعب في كومه من اوراق الخريف علي العشب الاخضر امام منزل.,اطفال يلعبون بسعاده في كومه من اوراق الشجر بالحديقه.,الاطفال يلعبون في كومه من الاوراق في الفناء.
1956944011_c5661d3f22.jpg,يلعب طفلان علي قضبان القرود,تظهر الصوره طفلين صغيرين يلعبان علي هيكل لعب معدني في ملعب، حيث يعلق احدهما علي القضبان بينما يقف الاخر تحته.,فتاه صغيره تتعلق بقضبان التسلق بينما يقف طفل اخر اصغر تحتها في الملعب.,صوره لطفلين في ساحه لعب، احدهما يتسلق علي سلم حديدي بينما الاخر يقف علي الارض.
1957371533_62bc720bac.jpg,كلب ابيض واسود يهز الماء من نفسه,تظهر الصوره كلبا اسود وابيض يهز جسده بعد الاستحمام، مما يتسبب في تطاير الماء في الهواء.,كلب ابيض واسود ينفض الماء من جسده بقوه، وتتناثر قطراته في الهواء.,كلب يهز جسمه بعد الاستحمام.
195962284_e57178054a.jpg,ولد في بركه كبيره,طفلا يركض ويستمتع باللعب في نافوره مياه في ساحه عامه، مع وجود مبان في الخلفيه وسماء غاءمه.,طفل يركض في بركه مياه، يصنع رشاشات متلالءه تحت اشعه الشمس.,صوره لشاب يلعب في مياه في حديقه ما.
195962790_3380aea352.jpg,امراه في قميص بنفسجي وجرو بني يجلسان بالقرب من نافوره,تجلس امراه ترتدي قميصا ارجوانيا مع كلبها الشوكولاته الصغير علي حافه نافوره، بينما يقف كلب روتويلر كبير بجانبها.,امراه تجلس علي حافه بجانب الماء، يرافقها جرو وكلب كبير.,صوره لامراه جالسه علي حافه بركه ماءيه مع كلب صغير اسمر ولابدو ر يرتبط بالمقود.
1962729184_6996e128e7.jpg,مجموعه من الاطفال بملابس زرقاء تقف بجانب البوابه,مجموعه من الاطفال يرتدون الزي المدرسي يتجمعون حول عربه طعام في شارع بالقرب من الميناء.,اطفال بالزي المدرسي يتجمعون في شارع قرب ميناء.,صوره لطفلين يقودان دراجه وهو يمشي بجانب حشد من الناس وهم يتجمعون حول بيانو علي الشارع.
1965278563_8279e408de.jpg,كلب ينجرف علي بحيره في قارب صغير,تستمتع كلبه لابرادور بالجلوس في قارب الكاياك في بحيره هادءه محاطه بالاشجار والنباتات.,كلب يستمتع بجوله هادءه في زورق علي الماء.,كلب في زورق علي شكل كانو ينظر الي المسطح الماءي.
1969573381_5ecfae4c80.jpg,حيوان بني وابيض محاط بالاشجار,كلب صغير ذو فراء بني فاتح يقف في العشب الاخضر، وينظر الي الامام بفضول.,كلب بني فاتح يقف وسط خضره مورقه وينظر مباشره الي الكاميرا.,كلب صغير ذو لون بني فاتح يبدو في بيءه طبيعيه.
197107117_4b438b1872.jpg,متسلق الجبال ينظر من القمه,متسلق صخور صغير علي قمه جرف صخري ضخم تحت سماء زرقاء صافيه.,رياضي يوازن علي حبل رفيع بين قمتين صخريتين شاهقتين تحت سماء زرقاء صافيه.,الصوره لشاب يصعد احد الجبال الشاهقه.
197142902_f05ff198c2.jpg,رجل وامراه في النظارات يفقعون الفقاعات,شخصين يبتسمان وهما ينفخان فقاعات الصابون في الهواء.,شخصان يستمتعان بنفخ الفقاعات الملونه.,صوره لشابين يضحكان اثناء نفخ الفقاقيع.
197504190_fd1fc3d4b7.jpg,صبيان في حقل يركلان كره قدم,طفلين يلعبان كره القدم في حديقه مشمسه، مع اشجار كبيره في الخلفيه.,ولدان يلعبان كره القدم في حقل عشبي، تحت ضوء الشمس الذهبي الذي يلقي بظلال طويله.,صوره لطفلين يلعبان كره القدم في ساحه خضراء في فصل الخريف.
1975171469_84e425f61b.jpg,يلعب الولد لعبه,طفلا صغيرا يلعب لعبه المطرقه في صاله العاب، حيث يحاول ضرب رءوس الضفادع التي تظهر في الثقوب.,"طفل صغير يلعب لعبه اركيد تشبه ""اضرب الخلد""، مستخدما مطرقه لضرب المخلوقات البحريه التي تظهر من الفتحات.",صبي يلعب في اله العاب الكترونيه.
1975531316_8b00eeaaf7.jpg,كلب صغير اسود وتان علي مقود,تظهر الصوره كلب داشهوند صغير علي مقود يقوده شخص يرتدي فستانا طويلا وجوارب سوداء وحذاء ابيض.,جرو صغير يمشي بمقود علي ارضيه خرسانيه.,كلب صغير مربوط بشريط لونه بنفسجي يجره طفل يرتدي فستانا احمر وقمصان ابيض وحذاء ابيض.
1977827746_4e13d7e19f.jpg,صبي وفتاه يجلسان في عربه ياكلان الكعك,يستمتع طفلان صغيران بتناول كورن دوج في عربه العاب ، ويبدو احدهما اكثر سعاده من الاخر.,طفلان يتناولان نقانق الذره وهما يجلسان في عربه اطفال في الهواء الطلق.,صوره لطفلين يجلسان في عربه اطفال وهما ياكلان اثنين من مخروطات البطاطس المقليه.
197924859_f6e39a7dfa.jpg,رجل يستحم في المنزل في الهواء الطلق,تظهر الصوره شخصا يستحم في الخارج باستخدام دش مءقت مصنوع من قماش معلق وابريق سقي للماء.,شخص يستحم في الهواء الطلق باستخدام مرشه ماء.,الصور تظهر شخصا يمسك ابريق سقي اخضر فوق حاجز اسود في الهواء الطلق.
1980315248_82dbc34676.jpg,رجل يعمل بالفناء,يستخدم رجل منفاخ اوراق الشجر لتنظيف الاوراق المتساقطه في حديقه منزليه، بينما توجد صناديق قمامه خضراء في المقدمه.,رجل وهو يستخدم منفاخ اوراق الشجر لتنظيف الحديقه.,رجل يكنس الحديقه باستخدام اله كنس.
1980882959_9a161f3469.jpg,اربعه اشخاص لديهم عربات تسوق مليءه بالاكياس,اربعه اشخاص يقودون دراجات هواءيه ويجرون عربات تسوق مليءه بالامتعه في شارع.,مجموعه من الاشخاص ينقلون كميات كبيره من الاكياس باستخدام الدراجات والعربات في موقف للسيارات.,الصوره تصور ثلاثه اشخاص يركبون دراجاتهم في منطقه انتظار سيارات، ويحملون عربات محمله بالعديد من الحقاءب.
1982852140_56425fa7a2.jpg,شخص بالغ وطفل يركبان علي الشاطء,تظهر الصوره امراه وطفل يركضان علي الشاطء الرملي مع وجود العديد من الاشخاص في الماء، تحت سماء زرقاء مليءه بالغيوم.,تظهر الصوره امراه وطفلا يركضان علي شاطء البحر، بينما يمارس اخرون السباحه في الماء.,صوره لامراه تلاحق طفله علي الشاطء.
1984936420_3f3102132b.jpg,صبي يمسك سمكه بينما تشير فتاه الي السمكه,يساعد صبي فتاه صغيره علي صيد سمكه في شلال صغير في الغابه.,طفلان يصطادان سمكه في مجري ماءي صخري محاط بالاشجار.,صبي يصيد الاسماك وفتاه صغيره علي ضفه النهر.
1989145280_3b54452188.jpg,فتاه شقراء مع نظارات شمسيه علي راسها تبدو حساسه,تظهر الصوره امراه تبدو منزعجه او حزينه، وهي تعض علي شفتها وتضع اصابعها بالقرب من اذنيها كما لو كانت تحاول حجب الضوضاء او التعبير عن القلق.,امراه شقراء ذات نظاره شمسيه علي راسها تنظر للاسفل بتعبير متوتر، ويداها مرفوعتان قرب وجهها.,صوره لامراه تظهر عليها علامات الضيق او الغضب في ملعب رياضي.
1991806812_065f747689.jpg,ملاكم يلكم ملاكم في الوجه,مقاتل وهو ينفذ ركله عاليه علي خصمه في حلبه قتال، بينما يراقب الحكم والمشاهدون الحدث.,مقاتل يوجه ركله طاءره لخصمه في حلبه الفنون القتاليه.,اللاعب في اليمين يركل اللاعب في الشمال في حلبه ملاكمه امام الجماهير.
199463720_329a802206.jpg,رجل وامراه يركبون الدراجات بجانب بعضهم البعض,رجل وامراه يركبان دراجات علي طريق ريفي، كلاهما يرتديان خوذات وملابس رياضيه، ويبدو انهما في رحله طويله نظرا للامتعه المثبته علي الدراجات.,زوجان يركبان دراجات هواءيه علي طريق محاط بالاشجار.,ركاب دراجتين يمرون علي طريق.
199809190_e3f6bbe2bc.jpg,ثلاثه اولاد يسبحون في بحيره,تظهر الصوره ثلاثه اشخاص يقفزون في الماء من رصيف خشبي في يوم مشمس.,ثلاثه شبان يقفزون في بحيره صافيه.,الصوره تصور شخصين يغوصان في الماء.
1998255400_0cd086908f.jpg,كلب يشرب من حنفيه ماء,تظهر الصوره كلبا ذهبي اللون يشرب الماء من صنبور بينما ينتظر كلب اخر دوره، ويساعده شخص ما في فتح الصنبور.,كلب يشرب الماء من صنبور تفتحه يد انسان.,امراه تسقي كلبا من الصنبور بينما كلب اخر ينتظر.
1998457059_c9ac9a1e1a.jpg,يتم القاء حافه الجسم علي الشاطء بموجه بينما يقف راكبو الامواج الاخرون في الماء,مجموعه من الاشخاص يستمتعون بركوب الامواج علي الواح رغويه في شاطء مشمس، مع وجود متفرجين علي الصخور في الخلفيه.,اناس يستمتعون بالسباحه والتزلج علي الامواج في البحر.,اشخاص يمارسون رياضه ركوب الامواج علي الشاطء.
1999444757_1b92efb590.jpg,فتاه بيضاء تتارجح بسيف,اليك وصف للصوره تظهر الصوره امراه ترتدي زي الكاراتيه وتقوم بتارجح سيف، بينما يشاهدها الجمهور في قاعه رياضيه.,ممارس فنون قتاليه بسيف في حركه سريعه، بينما يشاهد المتفرجون من الخلف.,صوره لامراه تتدرب علي رياضه الكاراتيه امام جمهور من المتفرجين.
2000459828_3c9e109106.jpg,مجموعه من الناس تقف امام صخور,تظهر الصوره ثلاثه اشخاص - رجلان وطفل - يقفون علي مسار للمشي لمسافات طويله في بيءه صحراويه صخريه، مع خلفيه من التكوينات الصخريه الشاهقه والسماء الزرقاء الصافيه.,ثلاثه اشخاص يتنزهون في منطقه جبليه صخريه، احدهم يحمل طفلا علي كتفيه.,صوره لثلاثه اشخاص في بيءه جبليه.
2003663004_5b70920a98.jpg,توقف لاعب كره قدم خلال المباراه,لاعب كره القدم وهو يرتدي زي فريق ، ويتم مسحه بمنشفه علي خط الملعب.,لاعب كره قدم امريكيه يرتدي زي غرين باي باكرز رقم يتسلم منشفه علي الملعب.,لاعب كره قدم امريكيه يمسح العرق عن وجهه.
2004674713_2883e63c67.jpg,شخص يشاهد كلبين يلعبان,تتفاعل كلبان بحماس في حديقه للكلاب، بينما يقف شخص بالقرب منهما.,كلبان يلعبان بحماس، احدهما يقفز علي الاخر، بجانب شخص في حديقه للكلاب.,امراه تقف بين كلبين يلعبان.
200771289_31902164a7.jpg,رجال يرتدون النظارات الشمسيه مع ظهورهم الي الكاميرا,اليك وصف للصوره تظهر الصوره ضابطي شرطه يرتديان سترات واقيه من الرصاص ويتفقدان حشدا في حدث عام.,رجلان من الخلف يسيران في الهواء الطلق، احدهما يرتدي ستره تكتيكيه عليها علم امريكي والاخر يحمل حقيبه ظهر.,رجلان يرتديان ستره واقي من الرصاص في مهرجان.
2009636597_e3f4fe19fb.jpg,رجل خارج يلعب الغيتار ويدخن سيجاره,الصوره تظهر رجلا جالسا علي الرصيف يعزف علي الجيتار الكهرباءي بينما يدخن سيجاره، ويبدو انه يعيش في ظروف صعبه.,رجل يجلس علي الارض يعزف علي جيتار كهرباءي ويدخن سيجاره.,رجل يلعب الجيتار في الطريق.
201682811_105241dee3.jpg,يقترب رجلان من تمثال ذهبي من غاندي,شابين يلعبان الكريكيت في الشارع امام تمثال لمهاتما غاندي.,تمثال برونزي من الخلف شابين يلعبان الكريكيت علي ارضيه اسفلتيه.,صوره تمثال لمحمود غاندي بجانب شخصين يلعبان الكريكيت في الطريق.
2017276266_566656c59d.jpg,كلب في الجو يصطاد بحلقه ، بينما يراقب كلب اخر,كلب من نوع شيتلاند شيبدوج يقفز لالتقاط حلقه معلقه في الهواء، بينما يراقبه كلب اخر من نوع بابيلون.,كلب صغير يقفز في الهواء ممسكا بلعبه متدليه من غصن شجره، بينما يشاهده كلب اخر من الاسفل.,كلب يقفز في الهواء لمسك لعبه مربوطه بحبل.
2021602343_03023e1fd1.jpg,صبي يحمل كره السله بغضب,صبيين صغيرين في صاله رياضيه، احدهما يحمل كره سله وينظر مباشره الي الكاميرا بتعبير جدي.,طفلان في ملعب لكره السله، احدهما يحمل الكره وينظر بجديه.,صوره لطفلين يلعبان كره السله في صاله رياضيه.
2021671653_567395c7cf.jpg,صبي يرتدي الدنيم يعمل علي الرصيف,صبيا صغيرا يركض بحماس علي ساحه مرصوفه بالبلاط، ويبدو سعيدا ومتحمسا.,ولد صغير يركض مبتسما في فناء خارجي.,ولد يركض في فناء منزل.
2029280005_a19609c81a.jpg,رجل في قميص اسود يتدحرج امام مقعد في المدينه,رجل يرتدي ستره داكنه وبنطال كاكي وهو يتزلج علي الزلاجات في حديقه او منطقه عامه، مع وجود مقعد خشبي ونباتات في الخلفيه.,رجل يتزلج بالعجلات في حديقه.,رجل يركب اسطوانات دواره.
2030781555_b7ff7be28f.jpg,الناس يجلسون علي طول الماء ويتصيدون الاسماك,مجموعه من الناس يصطادون السمك علي رصيف بجانب الماء، مع وجود اشجار واضواء في الخلفيه.,يصطاد العديد من الاشخاص السمك علي طول رصيف يطل علي الماء.,الصوره تصور اشخاصا يمارسون هوايه الصيد علي طول كورنيش ماءي، حيث يجلسون علي حواف الحجر الجانبيه للاستمتاع بهذه النشاط في الهواء الطلق.
203114209_e4cd71a6b7.jpg,فتاه تسقط من انبوب الماء الاصفر والازرق,تستمتع امراه بركوب انبوب ماءي علي الماء، مما يتسبب في رشات مياه كبيره حولها.,امراه تستمتع بركوب انبوب مطاطي ماءي مثير، حيث تتناثر المياه بقوه حولها.,امراه شابه تركب انبوبا مطاطيا علي شكل زورق علي الماء، وترتدي ستره نجاه برتقاليه اللون.
